"game_code","period","frame","event","player_id","dplayer_id"
"2016-02-02-BOS-NYK",2,1645,"DRB","202738",NA
"2016-02-02-BOS-NYK",2,1833,"2PM","203092","202682"
"2016-02-02-BOS-NYK",2,2414,"3PX","202682","201973"
"2016-02-02-BOS-NYK",2,2468,"DRB","202323",NA
"2016-02-02-BOS-NYK",2,2710,"2PM","203092","202338"
"2016-02-02-BOS-NYK",2,3034,"TO","2756","202323"
"2016-02-02-BOS-NYK",2,3284,"2PM","202323","202338"
"2016-02-02-BOS-NYK",2,3552,"TO","202338","203935"
"2016-02-02-BOS-NYK",2,3666,"2PM","203935","202338"
"2016-02-02-BOS-NYK",2,4460,"2PX","202498","203935"
"2016-02-02-BOS-NYK",2,4504,"ORB","2546",NA
"2016-02-02-BOS-NYK",2,4565,"3PM","2756","202738"
"2016-02-02-BOS-NYK",2,5187,"SF","202738","204038"
"2016-02-02-BOS-NYK",2,5188,"FOUL","202738","204038"
"2016-02-02-BOS-NYK",2,5790,"2PM","2756","202323"
"2016-02-02-BOS-NYK",2,6188,"2PX","202738","201577"
"2016-02-02-BOS-NYK",2,6232,"ORB","203092",NA
"2016-02-02-BOS-NYK",2,6440,"2PX","202738","201577"
"2016-02-02-BOS-NYK",2,6520,"DRB","2756",NA
"2016-02-02-BOS-NYK",2,6650,"3PM","202498","203092"
"2016-02-02-BOS-NYK",2,7175,"2PX","203935","201577"
"2016-02-02-BOS-NYK",2,7286,"DRB",NA,NA
"2016-02-02-BOS-NYK",2,7835,"TO","201577","203092"
"2016-02-02-BOS-NYK",2,8097,"3PX","203935","202498"
"2016-02-02-BOS-NYK",2,8166,"DRB","2546",NA
"2016-02-02-BOS-NYK",2,8325,"2PM","2546","201973"
"2016-02-02-BOS-NYK",2,8849,"2PM","202738","201167"
"2016-02-02-BOS-NYK",2,9427,"3PX","2756","203935"
"2016-02-02-BOS-NYK",2,9484,"DRB","203109",NA
"2016-02-02-BOS-NYK",2,9756,"3PX","202738","204038"
"2016-02-02-BOS-NYK",2,9802,"DRB","2756",NA
"2016-02-02-BOS-NYK",2,10130,"2PX","201577","203096"
"2016-02-02-BOS-NYK",2,10142,"ORB","201577",NA
"2016-02-02-BOS-NYK",2,10153,"2PX","201577","203096"
"2016-02-02-BOS-NYK",2,10154,"ORB","201577",NA
